time,symbol,name,close,rise,amount,ma_signal,macd_signal,rsi_signal,kdj_signal,predicted_amount,cumulative_ratio,ratio,avg_ratio,prev_ratio,up_count,down_count,up_ratio,cumulative_amount,cumulative_prev_amount,cumulative_avg_amount,description,composite_signal
2026-01-14 14:30:00,SZ399005,中小100,8766.106,0.4,23826019840.0,0,-1,1,-1,328614567910.81,1.27,1.53,1.41,1.1046,0,0,0.0,266208469248.0,241001837568.0,209543322009.6,,-2
2026-01-14 14:30:00,SH000852,中证1000,8284.401,0.99,68472178688.0,0,-1,1,-1,991751062251.11,1.28,1.33,1.38,1.1197,519,455,53.29,814016090112.0,727021162496.0,637274858291.2,,-2
2026-01-14 14:30:00,SH000699,科创200,1524.023,1.95,9030633472.0,2,-1,1,-2,127601895021.32,1.16,1.23,1.28,1.07,0,0,0.0,104140197760.0,97325002752.0,89551467417.6,,-1
2026-01-14 14:30:00,SZ399303,国证2000,10907.151,1.18,104682503168.0,0,-1,1,-2,1474290155822.78,1.27,1.36,1.38,1.0982,0,0,0.0,1200514543616.0,1093206990848.0,945968263987.2,,-3
2026-01-14 14:30:00,SH000905,中证500,8255.892,1.38,63574825472.0,2,-1,1,-2,924237715799.08,1.31,1.44,1.44,1.1549,251,236,51.54,755088085504.0,653819330560.0,575605752627.2,,-1
2026-01-14 14:30:00,SH000688,科创50,1505.838,2.47,8644237568.0,2,-1,1,-1,136449578260.63,1.31,1.2,1.4,1.2586,403,194,67.5,114890416256.0,91287688192.0,87707509862.4,,0
2026-01-14 14:30:00,SZ399850,深证50,9251.847,0.45,19764130048.0,-1,-1,-1,-1,286424265062.03,1.32,1.37,1.45,1.1899,26,24,52.0,231966459136.0,194952317952.0,176275804774.4,,-3
2026-01-14 14:30:00,SZ399330,深证100,5935.037,0.27,29920069120.0,-1,-1,1,-1,427740014146.36,1.25,1.38,1.38,1.0821,1563,1256,55.45,347730617088.0,321334568960.0,277531752448.0,,-3
2026-01-14 14:30:00,SZ399019,创业200,5164.587,2.2,21933040384.0,2,2,1,-2,338650319821.21,1.38,1.4,1.51,1.0998,0,0,0.0,276239485184.0,251173848064.0,199885842022.4,,2
2026-01-14 14:30:00,SZ399673,创业50,3507.969,0.86,21826375936.0,-1,-1,1,-1,362066552004.14,1.25,1.29,1.4,1.1079,0,0,0.0,289451050496.0,261259602944.0,231703727104.0,,-3
2026-01-14 14:00:00,SZ399005,中小100,8671.934,-0.67,28342354944.0,-1,-1,1,-1,324189880227.23,1.25,1.76,1.39,1.0815,0,0,0.0,242382449408.0,224124549120.0,193920651468.8,,-3
2026-01-14 14:00:00,SZ399850,深证50,9174.009,-0.39,26073600512.0,-1,-1,-1,-1,289053824477.59,1.31,1.73,1.46,1.173,17,33,34.0,212202329088.0,180900020224.0,161833467904.0,,-3
2026-01-14 14:00:00,SZ399019,创业200,5072.646,0.38,29445463296.0,-1,2,1,-2,342824538475.07,1.38,1.94,1.53,1.0864,0,0,0.0,254306444800.0,234089559040.0,184192922419.2,,-1
2026-01-14 14:00:00,SH000698,科创100,1615.929,-0.11,10681324032.0,-1,-1,1,-1,120336814223.32,1.23,1.56,1.37,1.0755,43,56,43.43,89209442048.0,82946202112.0,72245338931.2,,-3
2026-01-14 14:00:00,SH000905,中证500,8140.043,-0.04,79801190400.0,-1,-1,1,-2,924621641740.29,1.3,1.76,1.45,1.1421,153,340,31.03,691513260032.0,605494747136.0,531480132812.8,,-4
2026-01-14 14:00:00,SH000699,科创200,1500.306,0.36,11687620480.0,-1,-1,1,-2,128339939435.23,1.16,1.57,1.29,1.0524,0,0,0.0,95109564288.0,90375468544.0,82238177382.4,,-4
2026-01-14 14:00:00,SH000852,中证1000,8171.09,-0.39,86336559104.0,-1,-1,1,-1,998196584752.74,1.27,1.7,1.39,1.1046,295,693,29.86,745543911424.0,674967531520.0,585834147840.0,,-3
2026-01-14 14:00:00,SH000688,科创50,1485.882,1.11,12723780352.0,-1,-1,1,-1,139575794702.49,1.32,1.75,1.43,1.2696,244,350,41.08,106246178688.0,83682887680.0,80529980620.8,,-3
2026-01-14 14:00:00,SZ399303,国证2000,10753.994,-0.24,127054393344.0,-1,-1,1,-2,1478453008130.7,1.26,1.65,1.39,1.0834,0,0,0.0,1095832040448.0,1011469295616.0,868847086796.8,,-4
2026-01-14 14:00:00,SZ399673,创业50,3467.539,-0.3,31173845504.0,-1,-1,-1,-1,366718038647.54,1.25,1.82,1.42,1.0922,0,0,0.0,267624674560.0,245022472192.0,214823469260.8,,-3
2026-01-14 14:00:00,SZ399330,深证100,5888.358,-0.52,38680556544.0,-1,-1,-1,-1,427864032706.56,1.24,1.69,1.38,1.062,897,1966,31.33,317810547968.0,299270043648.0,255803489484.8,,-3
2026-01-14 13:30:00,SZ399673,创业50,3520.29,1.22,54127759360.0,0,2,1,1,346173972639.17,1.2,2.17,1.34,1.0425,0,0,0.0,236450829056.0,226801776640.0,197663358156.8,,3
2026-01-14 13:30:00,SZ399303,国证2000,10901.795,1.13,226029305856.0,0,2,1,-2,1421880912664.0,1.22,2.23,1.33,1.044,0,0,0.0,968777647104.0,927936241664.0,791872484147.2,,0
2026-01-14 13:30:00,SH000852,中证1000,8276.21,0.89,154522507264.0,0,2,1,-2,954725116325.07,1.23,2.29,1.33,1.059,503,475,51.43,659207352320.0,622498381824.0,534966913433.6,,0
2026-01-14 13:30:00,SZ399005,中小100,8760.401,0.34,49353548800.0,-1,-1,1,-1,307143188730.47,1.2,2.18,1.32,1.0261,0,0,0.0,214040094464.0,208587898880.0,177800366489.6,,-3
2026-01-14 13:30:00,SH000698,科创100,1642.788,1.55,18139655424.0,0,-1,1,-2,117118830339.61,1.2,2.21,1.34,1.0384,61,38,61.62,78528118016.0,75626544128.0,65380143513.6,,-3
2026-01-14 13:30:00,SH000699,科创200,1524.329,1.97,19037185664.0,1,2,1,-2,122734791318.77,1.12,1.92,1.23,0.9998,0,0,0.0,83421943808.0,83442326528.0,74785208217.6,,1
2026-01-14 13:30:00,SZ399330,深证100,5947.205,0.48,69768627712.0,-1,-1,1,-1,408579146594.71,1.2,2.13,1.32,1.0177,1518,1301,53.85,279129991424.0,274287314944.0,232930947891.2,,-3
2026-01-14 13:30:00,SH000905,中证500,8241.987,1.21,131728546816.0,0,2,1,-2,884565368541.02,1.26,2.24,1.38,1.0972,237,245,49.17,611712069632.0,557517881344.0,486080531660.8,,0
2026-01-14 13:30:00,SZ399019,创业200,5165.702,2.22,49215656448.0,2,2,1,-2,324466953212.4,1.33,2.45,1.45,1.0296,0,0,0.0,224860981504.0,218406486016.0,168985475891.2,,2
2026-01-14 13:30:00,SZ399850,深证50,9269.222,0.64,45814532608.0,-1,-1,-1,1,278575129062.2,1.27,2.16,1.41,1.1327,24,26,48.0,186128728576.0,164318005248.0,146737421721.6,,-1
2026-01-14 13:30:00,SH000688,科创50,1501.746,2.19,19968282112.0,1,-1,1,1,133352670097.92,1.28,2.03,1.37,1.2189,388,205,65.43,93522398336.0,76723970560.0,73248389427.2,,1
2026-01-14 11:30:00,SH000698,科创100,1675.357,3.57,7713906176.0,2,-1,1,1,98012599051.9,1.06,1.05,1.12,0.8949,94,5,94.95,60388462592.0,67481821184.0,57163356364.8,,2
2026-01-14 11:30:00,SZ399005,中小100,8876.692,1.67,19320277760.0,2,2,1,1,256841476117.09,1.06,1.06,1.1,0.8731,0,0,0.0,164686545664.0,188615710720.0,155190802022.4,,5
2026-01-14 11:30:00,SH000905,中证500,8360.891,2.67,53604066304.0,2,2,-2,1,746671967990.82,1.12,1.03,1.17,0.9598,434,52,89.3,479983522816.0,500072296448.0,427389793075.2,,5
2026-01-14 11:30:00,SZ399673,创业50,3549.891,2.07,22646513408.0,1,2,1,1,292733559424.94,1.06,1.05,1.13,0.8935,0,0,0.0,182323069696.0,204060499968.0,172679316275.2,,4
2026-01-14 11:30:00,SH000699,科创200,1552.468,3.85,8652753536.0,1,2,-2,1,105550324762.44,0.99,1.0,1.06,0.869,0,0,0.0,64384758144.0,74087734272.0,64868111257.6,,4
2026-01-14 11:30:00,SH000688,科创50,1524.027,3.71,8658009600.0,1,-1,1,1,117194038864.08,1.16,1.19,1.2,1.0876,557,39,93.46,73554116224.0,67629287936.0,63395515699.2,,1
2026-01-14 11:30:00,SH000852,中证1000,8410.422,2.53,59582291968.0,2,2,1,1,783345834698.34,1.08,0.97,1.09,0.9067,885,94,90.4,504684845056.0,556592259072.0,467499264409.6,,5
2026-01-14 11:30:00,SZ399330,深证100,6000.767,1.38,28671966464.0,1,2,1,1,345670731930.83,1.05,1.15,1.11,0.8586,2561,284,90.02,209361363712.0,243837227008.0,200166646579.2,,4
2026-01-14 11:30:00,SZ399850,深证50,9345.791,1.47,20111093760.0,1,2,1,1,241662441627.2,1.12,1.28,1.22,0.9737,42,8,84.0,140314195968.0,144107726848.0,125484800409.6,,4
2026-01-14 11:30:00,SZ399303,国证2000,11071.187,2.7,91763143680.0,2,2,-2,1,1181823096240.21,1.08,1.03,1.11,0.8977,0,0,0.0,742748341248.0,827373240320.0,690583935385.6,,5
2026-01-14 11:30:00,SZ399019,创业200,5258.671,4.06,21534885120.0,2,2,-2,1,268204769528.38,1.18,1.1,1.2,0.8936,0,0,0.0,175645325056.0,196552736768.0,148885991628.8,,5
2026-01-14 11:00:00,SH000688,科创50,1528.347,4.0,11679372160.0,1,-1,1,1,117369888538.93,1.16,1.22,1.2,1.097,548,48,91.95,64896106624.0,59159199744.0,56145376051.2,,1
2026-01-14 11:00:00,SZ399019,创业200,5241.898,3.73,28108454400.0,2,2,-2,1,275655525405.16,1.19,1.26,1.23,0.8751,0,0,0.0,154110439936.0,176096454656.0,129227216486.4,,5
2026-01-14 11:00:00,SH000699,科创200,1546.174,3.43,11516667904.0,1,2,-2,-2,107624827979.92,0.99,1.28,1.08,0.852,0,0,0.0,55732004608.0,65411580928.0,56180170240.0,,1
2026-01-14 11:00:00,SH000852,中证1000,8394.401,2.33,81945684992.0,2,2,1,-2,813711407372.7,1.1,1.21,1.14,0.9077,875,102,89.56,445102553088.0,490360545280.0,405854362828.8,,2
2026-01-14 11:00:00,SZ399673,创业50,3544.684,1.92,29252089344.0,1,2,1,-1,300098413277.0,1.06,1.22,1.16,0.8707,0,0,0.0,159676556288.0,183391346688.0,151055924428.8,,2
2026-01-14 11:00:00,SZ399005,中小100,8861.174,1.49,25584375296.0,2,2,1,-1,260451089753.7,1.06,1.23,1.12,0.8585,0,0,0.0,145366267904.0,169333737472.0,136902864486.4,,3
2026-01-14 11:00:00,SH000905,中证500,8352.457,2.57,80460918784.0,2,2,-2,1,775786351865.69,1.14,1.39,1.21,0.9585,427,62,87.32,426379456512.0,444863315968.0,375362397798.4,,5
2026-01-14 11:00:00,SZ399330,深证100,5989.693,1.19,35018662400.0,1,-1,1,-1,341888165844.58,1.03,1.17,1.1,0.8302,2492,352,87.62,180689397248.0,217652412416.0,175265143603.2,,-1
2026-01-14 11:00:00,SZ399303,国证2000,11040.826,2.42,122458853376.0,1,2,-2,-2,1210322623579.1,1.08,1.25,1.13,0.8862,0,0,0.0,650985197568.0,734593433600.0,601234454937.6,,1
2026-01-14 11:00:00,SZ399850,深证50,9328.096,1.28,23896751616.0,1,-1,1,1,237886157052.97,1.1,1.33,1.2,0.9397,38,11,77.55,120203102208.0,127915888640.0,109769585049.6,,1
2026-01-14 11:00:00,SH000698,科创100,1672.609,3.4,10749315328.0,1,-1,1,-2,99862720576.32,1.06,1.29,1.14,0.8777,91,8,91.92,52674556416.0,60016536576.0,49848299417.6,,-2
2026-01-14 10:30:00,SZ399673,创业50,3548.225,2.02,50431220224.0,2,-1,1,-1,292449301907.85,1.03,1.38,1.13,0.8276,0,0,0.0,130424466944.0,157591007232.0,127088721920.0,,0
2026-01-14 10:30:00,SH000699,科创200,1543.853,3.28,15639137024.0,1,2,-2,-2,97471730502.06,0.94,1.08,0.98,0.795,0,0,0.0,44215336704.0,55614503936.0,47201214054.4,,1
2026-01-14 10:30:00,SH000698,科创100,1669.019,3.17,15926714112.0,1,-1,1,-2,93225080794.4,1.01,1.21,1.06,0.8254,92,7,92.93,41925241088.0,50793020416.0,41516880281.6,,-2
2026-01-14 10:30:00,SH000852,中证1000,8387.217,2.24,115390579712.0,2,2,1,-2,786926680532.58,1.07,1.16,1.1,0.876,899,83,91.55,363156868096.0,414574698496.0,338193099980.8,,2
2026-01-14 10:30:00,SZ399850,深证50,9330.82,1.31,39656760832.0,2,-1,1,-1,225212866937.36,1.05,1.38,1.14,0.9001,41,8,83.67,96306350592.0,106990200832.0,91819314380.8,,0
2026-01-14 10:30:00,SH000688,科创50,1524.978,3.77,18838410496.0,1,-1,1,-1,116344098768.95,1.14,1.32,1.19,1.1423,553,46,92.32,53216734464.0,46587539456.0,46590607564.8,,-1
2026-01-14 10:30:00,SZ399019,创业200,5231.426,3.52,41261648896.0,2,2,-2,-2,271952589502.55,1.18,1.3,1.21,0.8391,0,0,0.0,126001985536.0,150169903104.0,106943159500.8,,2
2026-01-14 10:30:00,SZ399330,深证100,5993.107,1.25,56932670464.0,2,-1,1,-1,331780653187.89,1.0,1.25,1.07,0.7977,2493,340,88.0,145670734848.0,182624641024.0,145281236992.0,,0
2026-01-14 10:30:00,SH000905,中证500,8343.289,2.46,109141057536.0,2,2,-2,-2,719349238508.26,1.09,1.2,1.12,0.9118,433,54,88.91,345918537728.0,379369054208.0,317427620249.6,,2
2026-01-14 10:30:00,SZ399303,国证2000,11022.876,2.25,170018893824.0,2,2,1,-2,1150761813634.91,1.05,1.14,1.08,0.8454,0,0,0.0,528526344192.0,625189191680.0,502916500684.8,,2
2026-01-14 10:30:00,SZ399005,中小100,8870.069,1.6,36590140928.0,2,-1,1,-1,247945525090.1,1.03,1.14,1.06,0.8288,0,0,0.0,119781892608.0,144519962624.0,116032337920.0,,0
2026-01-14 10:00:00,SH000852,中证1000,8327.923,1.52,247766288384.0,2,2,1,-2,743455212104.91,1.04,1.04,1.04,0.8022,828,149,84.75,247766288384.0,308843970560.0,238672733798.4,,2
2026-01-14 10:00:00,SH000688,科创50,1509.327,2.71,34378323968.0,1,-1,1,-1,104024852102.76,1.06,1.06,1.06,1.0845,484,109,81.62,34378323968.0,31700944896.0,32285758668.8,,-1
2026-01-14 10:00:00,SZ399850,深证50,9307.518,1.06,56649589760.0,2,-1,1,-1,177524917235.59,0.9,0.9,0.9,0.7262,39,8,82.98,56649589760.0,78004928512.0,63088159129.6,,0
2026-01-14 10:00:00,SZ399005,中小100,8834.811,1.19,83191751680.0,2,-1,1,-1,231015272742.91,0.99,0.99,0.99,0.7681,0,0,0.0,83191751680.0,108312248320.0,83864859443.2,,0
2026-01-14 10:00:00,SH000699,科创200,1519.344,1.64,28576199680.0,1,-1,1,-1,87029399402.54,0.87,0.87,0.87,0.7332,0,0,0.0,28576199680.0,38974922752.0,32747876761.6,,-1
2026-01-14 10:00:00,SZ399673,创业50,3531.436,1.54,79993246720.0,2,-1,1,-1,228310469413.79,0.88,0.88,0.88,0.6781,0,0,0.0,79993246720.0,117973647360.0,90543641395.2,,0
2026-01-14 10:00:00,SH000698,科创100,1644.1,1.63,25998526976.0,2,-1,1,-1,80423292047.24,0.92,0.92,0.92,0.7304,81,18,81.82,25998526976.0,35593814016.0,28344651776.0,,0
2026-01-14 10:00:00,SZ399303,国证2000,10929.575,1.38,358507450368.0,2,2,1,-2,1079886584597.38,1.01,1.01,1.01,0.7696,0,0,0.0,358507450368.0,465812881408.0,354363464089.6,,2
2026-01-14 10:00:00,SH000905,中证500,8281.041,1.69,236777480192.0,2,2,1,-2,667967150043.38,1.04,1.04,1.04,0.8428,403,84,82.75,236777480192.0,280946769920.0,226815256166.4,,2
2026-01-14 10:00:00,SZ399330,深证100,5979.123,1.02,88738064384.0,2,-1,1,-1,275817277895.48,0.89,0.89,0.89,0.672,2235,548,80.31,88738064384.0,132043431936.0,99755773132.8,,0
2026-01-14 10:00:00,SZ399019,创业200,5175.532,2.42,84740336640.0,2,2,1,-2,253303257774.82,1.13,1.13,1.13,0.7586,0,0,0.0,84740336640.0,111711125504.0,75080915353.6,,2
2026-01-13 15:00:00,SH000905,中证500,8143.278,-1.28,81399459840.0,0,-1,1,-2,705468305026.99,1.21,1.37,1.16,1.072,151,334,31.13,735218809344.0,685824106496.0,607167832883.2,,-3
2026-01-13 15:00:00,SH000698,科创100,1617.68,-2.53,10955172480.0,-1,-1,1,-1,98284336102.72,1.24,1.36,1.19,1.0215,23,77,23.0,101659675584.0,99523794432.0,82266959155.2,,-3
2026-01-13 15:00:00,SZ399005,中小100,8730.742,-0.91,29245354752.0,0,-1,1,-1,254238297464.01,1.23,1.39,1.16,1.1098,0,0,0.0,270247198208.0,243503281152.0,220100681728.0,,-2
2026-01-13 15:00:00,SZ399019,创业200,5053.43,-2.19,32445939200.0,0,2,1,-2,260573004772.25,1.4,1.49,1.29,1.0611,0,0,0.0,283619794176.0,267296919552.0,201885027328.0,,0
2026-01-13 15:00:00,SZ399850,深证50,9210.16,-1.3,25820020480.0,-1,-1,-1,-1,213166367802.57,1.12,1.24,1.08,0.9114,10,39,20.41,220772339200.0,242238033920.0,197742456217.6,,-3
2026-01-13 15:00:00,SH000688,科创50,1469.57,-2.8,13161462400.0,-1,-1,1,-1,108349560439.14,1.12,1.47,1.17,0.9795,167,431,27.93,104449151296.0,106640242688.0,92964015820.8,,-3
2026-01-13 15:00:00,SH000852,中证1000,8203.124,-1.84,97630837760.0,0,2,1,-2,780526383169.54,1.24,1.35,1.17,0.9965,254,729,25.84,824652020736.0,827564732416.0,667401781248.0,,0
2026-01-13 15:00:00,SH000699,科创200,1494.88,-2.64,11298700672.0,0,2,1,-1,103790101934.34,1.16,1.19,1.11,0.9719,0,0,0.0,108623703872.0,111758939136.0,93715667660.8,,1
2026-01-13 15:00:00,SZ399673,创业50,3477.9,-1.95,33026685440.0,-1,-1,-1,-1,273536819026.8,1.18,1.3,1.1,0.9229,0,0,0.0,294286285312.0,318879432704.0,248828180684.8,,-3
2026-01-13 15:00:00,SZ399303,国证2000,10780.342,-1.86,147827471360.0,0,2,1,-2,1174227584894.89,1.25,1.33,1.19,1.0136,0,0,0.0,1241034486784.0,1224348393472.0,990324352614.4,,0
2026-01-13 15:00:00,SZ399330,深证100,5918.98,-1.21,40891868160.0,-1,-1,-1,-1,342760796727.09,1.2,1.32,1.14,0.9873,815,2038,28.57,362226437120.0,366874890240.0,301858913894.4,,-3
2026-01-13 14:30:00,SZ399303,国证2000,10823.922,-1.47,81737693184.0,0,2,1,-2,1154322065407.34,1.24,1.12,1.17,1.0082,0,0,0.0,1093207015424.0,1084368609280.0,878856028160.0,,0
2026-01-13 14:30:00,SZ399673,创业50,3486.35,-1.71,16237130496.0,-1,-1,1,-1,266320801786.94,1.17,0.94,1.07,0.9047,0,0,0.0,261259599872.0,288792107008.0,223459129958.4,,-3
2026-01-13 14:30:00,SZ399330,深证100,5928.05,-1.05,22064525056.0,-1,-1,-1,-1,334610606051.94,1.19,0.98,1.11,0.9712,977,1863,34.4,321334568960.0,330875043840.0,270981106073.6,,-3
2026-01-13 14:30:00,SH000688,科创50,1473.24,-2.55,7604800896.0,-1,-1,1,-1,104352107758.85,1.09,1.13,1.12,0.9515,194,402,32.55,91287688896.0,95939138560.0,83988225740.8,,-3
2026-01-13 14:30:00,SH000698,科创100,1622.39,-2.25,7758301056.0,0,-1,1,-2,96309929082.99,1.22,1.26,1.17,1.0137,23,76,23.23,90704503104.0,89475726848.0,74230472089.6,,-3
2026-01-13 14:30:00,SH000905,中证500,8154.578,-1.15,48324583936.0,0,2,1,-2,687617570740.22,1.19,1.13,1.13,1.0542,152,328,31.67,653819349504.0,620198625280.0,547645775872.0,,0
2026-01-13 14:30:00,SZ399005,中小100,8738.943,-0.82,16877288704.0,0,2,1,-1,246974974966.99,1.21,1.13,1.12,1.0874,0,0,0.0,241001843456.0,221633520640.0,199003329331.2,,1
2026-01-13 14:30:00,SZ399019,创业200,5073.85,-1.79,17084289024.0,0,2,1,-2,254879847001.6,1.39,1.15,1.26,1.0482,0,0,0.0,251173854976.0,239627687936.0,180081404928.0,,0
2026-01-13 14:30:00,SH000852,中证1000,8227.794,-1.55,52053632512.0,0,2,1,-2,762973716322.71,1.22,1.05,1.14,0.9837,277,692,28.59,727021182976.0,739066302464.0,595299785113.6,,0
2026-01-13 14:30:00,SH000699,科创200,1502.93,-2.12,6949534272.0,0,2,1,-2,102628027655.34,1.16,1.01,1.1,0.9704,0,0,0.0,97325003200.0,100296369152.0,84253296742.4,,0
2026-01-13 14:30:00,SZ399850,深证50,9227.241,-1.12,14052298112.0,-1,-1,-1,-1,208638065555.19,1.1,0.93,1.06,0.8974,12,36,25.0,194952318720.0,217234593792.0,176890928742.4,,-3
2026-01-13 14:00:00,SZ399330,深证100,5963.75,-0.46,24982729728.0,0,2,1,-1,341281688049.01,1.2,1.07,1.13,0.9737,1231,1615,43.25,299270043904.0,307345719296.0,248379712716.8,,1
2026-01-13 14:00:00,SH000852,中证1000,8285.296,-0.86,52469148160.0,0,2,1,-2,773184963575.81,1.24,1.05,1.16,0.9962,360,616,36.89,674967550464.0,677562052608.0,545771267686.4,,0
2026-01-13 14:00:00,SH000698,科创100,1637.8,-1.32,7319658304.0,0,2,1,-2,95141738262.99,1.22,1.11,1.16,1.0116,33,67,33.0,82946202048.0,81995134464.0,68050754764.8,,0
2026-01-13 14:00:00,SZ399673,创业50,3514.58,-0.91,18220695296.0,0,2,1,-1,271720373307.8,1.19,1.06,1.09,0.9134,0,0,0.0,245022469376.0,268265138176.0,206190265958.4,,1
2026-01-13 14:00:00,SZ399019,创业200,5120.97,-0.88,15683072256.0,0,2,-2,-2,258614720007.17,1.42,1.06,1.28,1.0673,0,0,0.0,234089565952.0,219330719744.0,165251069132.8,,0
2026-01-13 14:00:00,SH000905,中证500,8211.378,-0.46,47976868864.0,0,2,1,-2,687435420390.36,1.2,1.07,1.13,1.0556,207,272,43.22,605494765568.0,573615214592.0,505045127168.0,,0
2026-01-13 14:00:00,SH000699,科创200,1514.82,-1.35,6933142272.0,0,2,1,-2,104005647969.96,1.17,0.94,1.11,0.9846,0,0,0.0,90375468928.0,91790791680.0,77355065036.8,,0
2026-01-13 14:00:00,SZ399850,深证50,9284.023,-0.51,16582015360.0,0,-1,1,1,212889528363.87,1.12,1.07,1.08,0.9049,21,29,42.0,180900020608.0,199914915840.0,161712628121.6,,0
2026-01-13 14:00:00,SZ399005,中小100,8791.993,-0.22,15536649984.0,0,2,1,-2,246556783671.71,1.22,0.96,1.12,1.0855,0,0,0.0,224124554752.0,206464598016.0,184112590233.6,,0
2026-01-13 14:00:00,SH000688,科创50,1486.31,-1.69,6958917184.0,0,-1,1,-1,104231254538.28,1.08,0.99,1.12,0.9542,243,354,40.7,83682888000.0,87702814208.0,77261227008.0,,-2
2026-01-13 14:00:00,SZ399303,国证2000,10902.324,-0.75,83533054976.0,0,2,-2,-2,1162343692663.52,1.26,1.12,1.17,1.0155,0,0,0.0,1011469322240.0,996077600768.0,805680653107.2,,0
2026-01-13 13:30:00,SH000852,中证1000,8254.167,-1.23,65906120704.0,0,2,1,-2,788268243832.01,1.26,1.0,1.18,1.0018,297,679,30.43,622498402304.0,621408657408.0,495594277273.6,,0
2026-01-13 13:30:00,SH000905,中证500,8176.078,-0.89,57445581824.0,0,2,1,-2,694721434384.96,1.21,0.97,1.14,1.0602,162,323,33.4,557517896704.0,525836767232.0,460319935692.8,,0
2026-01-13 13:30:00,SH000688,科创50,1478.97,-2.17,9094681728.0,-1,-1,1,-1,106722690162.28,1.09,0.96,1.15,0.9654,187,410,31.32,76723970816.0,79476279296.0,70212113305.6,,-3
2026-01-13 13:30:00,SZ399019,创业200,5104.38,-1.2,21853750272.0,0,2,-2,-2,267558226717.8,1.45,1.16,1.33,1.0802,0,0,0.0,218406493696.0,202182813696.0,150446038630.4,,0
2026-01-13 13:30:00,SZ399005,中小100,8769.293,-0.47,19972188928.0,0,2,1,-2,253533975282.48,1.24,0.85,1.15,1.0845,0,0,0.0,208587904768.0,192335072256.0,167959336960.0,,0
2026-01-13 13:30:00,SH000698,科创100,1628.02,-1.91,8144722944.0,0,2,1,-2,95989087942.29,1.23,0.99,1.17,1.0232,24,75,24.24,75626543744.0,73912293888.0,61427584307.2,,0
2026-01-13 13:30:00,SZ399850,深证50,9252.251,-0.85,20210277120.0,-1,-1,-1,1,213225690539.44,1.12,0.94,1.08,0.8903,20,30,40.0,164318005248.0,184571570176.0,146189797580.8,,-1
2026-01-13 13:30:00,SZ399330,深证100,5944.08,-0.79,30450088448.0,-1,2,1,-1,345085110364.08,1.22,0.9,1.14,0.9607,969,1881,34.0,274287314176.0,285516369920.0,224969539584.0,,0
2026-01-13 13:30:00,SZ399303,国证2000,10854.712,-1.19,100563005440.0,0,2,1,-2,1173633390283.33,1.27,1.03,1.19,1.017,0,0,0.0,927936267264.0,912405020672.0,730908474572.8,,0
